operation	requestsize	responsesize	rfpid	service_name	custid	oid	invid	details	customerid	shipid	quoteid	payid	prizeid	catalogref	out	orderstatus	ocancelid	catalog	id
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S465	Nu	P465	Nu	Nu	ShipmentID:S465Processed	Nu	Nu	Nu	2484
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S466	Nu	P466	Nu	Nu	ShipmentID:S466Processed	Nu	Nu	Nu	2489
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S468	Nu	P468	Nu	Nu	ShipmentID:S468Processed	Nu	Nu	Nu	2498
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S469	Nu	P469	Nu	Nu	ShipmentID:S469Processed	Nu	Nu	Nu	2505
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S470	Nu	P470	Nu	Nu	ShipmentID:S470Processed	Nu	Nu	Nu	2512
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S472	Nu	P472	Nu	Nu	ShipmentID:S472Processed	Nu	Nu	Nu	2523
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S473	Nu	P473	Nu	Nu	ShipmentID:S473Processed	Nu	Nu	Nu	2530
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S474	Nu	P474	Nu	Nu	ShipmentID:S474Processed	Nu	Nu	Nu	2535
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S476	Nu	P476	Nu	Nu	ShipmentID:S476Processed	Nu	Nu	Nu	2546
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S477	Nu	P477	Nu	Nu	ShipmentID:S477Processed	Nu	Nu	Nu	2551
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S478	Nu	P478	Nu	Nu	ShipmentID:S478Processed	Nu	Nu	Nu	2558
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S480	Nu	P480	Nu	Nu	ShipmentID:S480Processed	Nu	Nu	Nu	2567
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S481	Nu	P481	Nu	Nu	ShipmentID:S481Processed	Nu	Nu	Nu	2572
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S482	Nu	P482	Nu	Nu	ShipmentID:S482Processed	Nu	Nu	Nu	2577
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S483	Nu	P483	Nu	Nu	ShipmentID:S483Processed	Nu	Nu	Nu	2584
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S485	Nu	P485	Nu	Nu	ShipmentID:S485Processed	Nu	Nu	Nu	2595
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S486	Nu	P486	Nu	Nu	ShipmentID:S486Processed	Nu	Nu	Nu	2602
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S487	Nu	P487	Nu	Nu	ShipmentID:S487Processed	Nu	Nu	Nu	2609
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S488	Nu	P488	Nu	Nu	ShipmentID:S488Processed	Nu	Nu	Nu	2616
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S489	Nu	P489	Nu	Nu	ShipmentID:S489Processed	Nu	Nu	Nu	2623
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S490	Nu	P490	Nu	Nu	ShipmentID:S490Processed	Nu	Nu	Nu	2628
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S491	Nu	P491	Nu	Nu	ShipmentID:S491Processed	Nu	Nu	Nu	2635
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S492	Nu	P492	Nu	Nu	ShipmentID:S492Processed	Nu	Nu	Nu	2642
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S494	Nu	P494	Nu	Nu	ShipmentID:S494Processed	Nu	Nu	Nu	2651
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S495	Nu	P495	Nu	Nu	ShipmentID:S495Processed	Nu	Nu	Nu	2656
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S496	Nu	P496	Nu	Nu	ShipmentID:S496Processed	Nu	Nu	Nu	2661
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S497	Nu	P497	Nu	Nu	ShipmentID:S497Processed	Nu	Nu	Nu	2666
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S498	Nu	P498	Nu	Nu	ShipmentID:S498Processed	Nu	Nu	Nu	2673
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S500	Nu	P500	Nu	Nu	ShipmentID:S500Processed	Nu	Nu	Nu	2682
Ship	421	369	Nu	Shipping	Nu	Nu	Nu	Nu	Nu	S501	Nu	P501	Nu	Nu	ShipmentID:S501Processed	Nu	Nu	Nu	2689
ConfirmProduction	450	404	R752	Product	Cust171	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R752confirmed	Nu	Nu	Nu	3443
ConfirmProduction	450	404	R756	Product	Cust184	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R756confirmed	Nu	Nu	Nu	3452
ConfirmProduction	450	404	R761	Product	Cust115	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R761confirmed	Nu	Nu	Nu	3463
ConfirmProduction	450	404	R762	Product	Cust135	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R762confirmed	Nu	Nu	Nu	3466
ConfirmProduction	450	404	R764	Product	Cust188	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R764confirmed	Nu	Nu	Nu	3471
ConfirmProduction	450	404	R765	Product	Cust111	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R765confirmed	Nu	Nu	Nu	3474
ConfirmProduction	450	404	R775	Product	Cust176	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R775confirmed	Nu	Nu	Nu	3495
ConfirmProduction	450	404	R777	Product	Cust168	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R777confirmed	Nu	Nu	Nu	3500
ConfirmProduction	450	404	R780	Product	Cust122	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R780confirmed	Nu	Nu	Nu	3507
ConfirmProduction	450	404	R781	Product	Cust141	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R781confirmed	Nu	Nu	Nu	3510
ConfirmProduction	450	404	R782	Product	Cust111	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R782confirmed	Nu	Nu	Nu	3513
ConfirmProduction	450	404	R784	Product	Cust189	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R784confirmed	Nu	Nu	Nu	3518
ConfirmProduction	450	404	R785	Product	Cust117	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R785confirmed	Nu	Nu	Nu	3521
ConfirmProduction	450	404	R786	Product	Cust131	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R786confirmed	Nu	Nu	Nu	3524
ConfirmProduction	450	404	R787	Product	Cust167	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R787confirmed	Nu	Nu	Nu	3527
ConfirmProduction	450	404	R789	Product	Cust145	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R789confirmed	Nu	Nu	Nu	3532
ConfirmProduction	450	404	R793	Product	Cust145	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R793confirmed	Nu	Nu	Nu	3541
ConfirmProduction	450	404	R794	Product	Cust159	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R794confirmed	Nu	Nu	Nu	3544
ConfirmProduction	450	404	R797	Product	Cust174	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R797confirmed	Nu	Nu	Nu	3551
ConfirmProduction	450	404	R798	Product	Cust160	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R798confirmed	Nu	Nu	Nu	3554
ConfirmProduction	450	404	R800	Product	Cust153	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R800confirmed	Nu	Nu	Nu	3559
ConfirmProduction	450	404	R801	Product	Cust128	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R801confirmed	Nu	Nu	Nu	3562
ConfirmProduction	450	404	R805	Product	Cust162	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R805confirmed	Nu	Nu	Nu	3571
ConfirmProduction	450	404	R808	Product	Cust139	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R808confirmed	Nu	Nu	Nu	3578
ConfirmProduction	450	404	R809	Product	Cust172	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R809confirmed	Nu	Nu	Nu	3581
ConfirmProduction	450	404	R811	Product	Cust106	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R811confirmed	Nu	Nu	Nu	3586
ConfirmProduction	450	404	R813	Product	Cust195	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R813confirmed	Nu	Nu	Nu	3591
ConfirmProduction	450	404	R817	Product	Cust110	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R817confirmed	Nu	Nu	Nu	3600
ConfirmProduction	450	404	R819	Product	Cust131	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R819confirmed	Nu	Nu	Nu	3605
ConfirmProduction	450	404	R822	Product	Cust190	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R822confirmed	Nu	Nu	Nu	3612
ConfirmProduction	450	404	R823	Product	Cust102	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R823confirmed	Nu	Nu	Nu	3615
ConfirmProduction	450	404	R825	Product	Cust150	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R825confirmed	Nu	Nu	Nu	3620
ConfirmProduction	450	404	R827	Product	Cust150	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R827confirmed	Nu	Nu	Nu	3625
ConfirmProduction	450	404	R828	Product	Cust178	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R828confirmed	Nu	Nu	Nu	3628
ConfirmProduction	450	404	R830	Product	Cust187	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R830confirmed	Nu	Nu	Nu	3633
ConfirmProduction	450	404	R831	Product	Cust187	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R831confirmed	Nu	Nu	Nu	3636
ConfirmProduction	450	404	R832	Product	Cust181	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R832confirmed	Nu	Nu	Nu	3639
ConfirmProduction	450	404	R833	Product	Cust152	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R833confirmed	Nu	Nu	Nu	3642
ConfirmProduction	450	404	R834	Product	Cust126	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R834confirmed	Nu	Nu	Nu	3645
ConfirmProduction	450	404	R837	Product	Cust157	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R837confirmed	Nu	Nu	Nu	3652
ConfirmProduction	450	404	R838	Product	Cust169	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R838confirmed	Nu	Nu	Nu	3655
ConfirmProduction	450	404	R840	Product	Cust139	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R840confirmed	Nu	Nu	Nu	3660
ConfirmProduction	450	404	R841	Product	Cust158	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R841confirmed	Nu	Nu	Nu	3663
ConfirmProduction	450	404	R844	Product	Cust198	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R844confirmed	Nu	Nu	Nu	3670
ConfirmProduction	450	404	R847	Product	Cust199	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R847confirmed	Nu	Nu	Nu	3677
ConfirmProduction	450	404	R855	Product	Cust188	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R855confirmed	Nu	Nu	Nu	3694
ConfirmProduction	450	404	R856	Product	Cust116	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R856confirmed	Nu	Nu	Nu	3697
ConfirmProduction	450	404	R857	Product	Cust115	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R857confirmed	Nu	Nu	Nu	3700
ConfirmProduction	450	404	R858	Product	Cust193	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R858confirmed	Nu	Nu	Nu	3703
ConfirmProduction	450	404	R859	Product	Cust124	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R859confirmed	Nu	Nu	Nu	3706
ConfirmProduction	450	404	R860	Product	Cust187	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R860confirmed	Nu	Nu	Nu	3709
ConfirmProduction	450	404	R861	Product	Cust150	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R861confirmed	Nu	Nu	Nu	3712
ConfirmProduction	450	404	R862	Product	Cust129	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R862confirmed	Nu	Nu	Nu	3715
ConfirmProduction	450	404	R863	Product	Cust102	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R863confirmed	Nu	Nu	Nu	3718
ConfirmProduction	450	404	R864	Product	Cust123	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R864confirmed	Nu	Nu	Nu	3721
ConfirmProduction	450	404	R865	Product	Cust152	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R865confirmed	Nu	Nu	Nu	3724
ConfirmProduction	450	404	R866	Product	Cust171	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R866confirmed	Nu	Nu	Nu	3727
ConfirmProduction	450	404	R867	Product	Cust154	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R867confirmed	Nu	Nu	Nu	3730
ConfirmProduction	450	404	R870	Product	Cust164	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R870confirmed	Nu	Nu	Nu	3737
ConfirmProduction	450	404	R873	Product	Cust106	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R873confirmed	Nu	Nu	Nu	3744
ConfirmProduction	450	404	R875	Product	Cust139	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R875confirmed	Nu	Nu	Nu	3749
ConfirmProduction	450	404	R876	Product	Cust117	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R876confirmed	Nu	Nu	Nu	3752
ConfirmProduction	450	404	R881	Product	Cust127	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R881confirmed	Nu	Nu	Nu	3763
ConfirmProduction	450	404	R882	Product	Cust156	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R882confirmed	Nu	Nu	Nu	3766
ConfirmProduction	450	404	R884	Product	Cust111	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R884confirmed	Nu	Nu	Nu	3771
ConfirmProduction	450	404	R886	Product	Cust180	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R886confirmed	Nu	Nu	Nu	3776
ConfirmProduction	450	404	R887	Product	Cust193	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R887confirmed	Nu	Nu	Nu	3779
ConfirmProduction	450	404	R889	Product	Cust166	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R889confirmed	Nu	Nu	Nu	3784
ConfirmProduction	450	404	R890	Product	Cust134	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R890confirmed	Nu	Nu	Nu	3787
ConfirmProduction	450	404	R894	Product	Cust186	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R894confirmed	Nu	Nu	Nu	3796
ConfirmProduction	450	404	R895	Product	Cust192	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R895confirmed	Nu	Nu	Nu	3799
ConfirmProduction	450	404	R897	Product	Cust150	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R897confirmed	Nu	Nu	Nu	3804
ConfirmProduction	450	404	R899	Product	Cust182	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R899confirmed	Nu	Nu	Nu	3809
ConfirmProduction	450	404	R900	Product	Cust186	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R900confirmed	Nu	Nu	Nu	3812
ConfirmProduction	450	404	R901	Product	Cust196	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R901confirmed	Nu	Nu	Nu	3815
ConfirmProduction	450	404	R902	Product	Cust145	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R902confirmed	Nu	Nu	Nu	3818
ConfirmProduction	450	404	R904	Product	Cust142	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R904confirmed	Nu	Nu	Nu	3823
ConfirmProduction	450	404	R905	Product	Cust181	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R905confirmed	Nu	Nu	Nu	3826
ConfirmProduction	450	404	R906	Product	Cust181	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R906confirmed	Nu	Nu	Nu	3829
ConfirmProduction	450	404	R908	Product	Cust137	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R908confirmed	Nu	Nu	Nu	3834
ConfirmProduction	450	404	R915	Product	Cust118	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R915confirmed	Nu	Nu	Nu	3849
ConfirmProduction	450	404	R917	Product	Cust159	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R917confirmed	Nu	Nu	Nu	3854
ConfirmProduction	450	404	R919	Product	Cust105	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R919confirmed	Nu	Nu	Nu	3859
ConfirmProduction	450	404	R923	Product	Cust167	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R923confirmed	Nu	Nu	Nu	3868
ConfirmProduction	450	404	R924	Product	Cust168	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R924confirmed	Nu	Nu	Nu	3871
ConfirmProduction	450	404	R925	Product	Cust123	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R925confirmed	Nu	Nu	Nu	3874
ConfirmProduction	450	404	R926	Product	Cust145	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R926confirmed	Nu	Nu	Nu	3877
ConfirmProduction	450	404	R927	Product	Cust195	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R927confirmed	Nu	Nu	Nu	3880
ConfirmProduction	450	404	R929	Product	Cust142	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R929confirmed	Nu	Nu	Nu	3885
ConfirmProduction	450	404	R932	Product	Cust143	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R932confirmed	Nu	Nu	Nu	3892
ConfirmProduction	450	404	R935	Product	Cust176	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R935confirmed	Nu	Nu	Nu	3899
ConfirmProduction	450	404	R942	Product	Cust144	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R942confirmed	Nu	Nu	Nu	3914
ConfirmProduction	450	404	R943	Product	Cust179	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R943confirmed	Nu	Nu	Nu	3917
ConfirmProduction	450	404	R945	Product	Cust152	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R945confirmed	Nu	Nu	Nu	3922
ConfirmProduction	450	404	R948	Product	Cust111	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R948confirmed	Nu	Nu	Nu	3929
ConfirmProduction	450	404	R949	Product	Cust173	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R949confirmed	Nu	Nu	Nu	3932
ConfirmProduction	450	404	R951	Product	Cust105	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R951confirmed	Nu	Nu	Nu	3937
ConfirmProduction	450	404	R952	Product	Cust115	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R952confirmed	Nu	Nu	Nu	3940
ConfirmProduction	450	404	R954	Product	Cust133	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R954confirmed	Nu	Nu	Nu	3945
ConfirmProduction	450	404	R955	Product	Cust153	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R955confirmed	Nu	Nu	Nu	3948
ConfirmProduction	450	404	R956	Product	Cust196	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R956confirmed	Nu	Nu	Nu	3951
ConfirmProduction	450	404	R957	Product	Cust175	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R957confirmed	Nu	Nu	Nu	3954
ConfirmProduction	450	404	R958	Product	Cust135	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R958confirmed	Nu	Nu	Nu	3957
ConfirmProduction	450	404	R961	Product	Cust108	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R961confirmed	Nu	Nu	Nu	3964
ConfirmProduction	450	404	R966	Product	Cust128	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R966confirmed	Nu	Nu	Nu	3975
ConfirmProduction	450	404	R968	Product	Cust197	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R968confirmed	Nu	Nu	Nu	3980
ConfirmProduction	450	404	R969	Product	Cust184	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R969confirmed	Nu	Nu	Nu	3983
ConfirmProduction	450	404	R970	Product	Cust147	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R970confirmed	Nu	Nu	Nu	3986
ConfirmProduction	450	404	R971	Product	Cust163	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R971confirmed	Nu	Nu	Nu	3989
ConfirmProduction	450	404	R972	Product	Cust175	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R972confirmed	Nu	Nu	Nu	3992
ConfirmProduction	450	404	R974	Product	Cust121	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R974confirmed	Nu	Nu	Nu	3997
ConfirmProduction	450	404	R976	Product	Cust152	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R976confirmed	Nu	Nu	Nu	4002
ConfirmProduction	450	404	R977	Product	Cust130	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R977confirmed	Nu	Nu	Nu	4005
ConfirmProduction	450	404	R979	Product	Cust145	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R979confirmed	Nu	Nu	Nu	4010
ConfirmProduction	450	404	R980	Product	Cust184	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R980confirmed	Nu	Nu	Nu	4013
ConfirmProduction	450	404	R985	Product	Cust147	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R985confirmed	Nu	Nu	Nu	4024
ConfirmProduction	450	404	R989	Product	Cust152	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R989confirmed	Nu	Nu	Nu	4033
ConfirmProduction	450	404	R991	Product	Cust190	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R991confirmed	Nu	Nu	Nu	4038
NewProductRequest	450	404	R752	Product	Cust171	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R752requested	Nu	Nu	Nu	3441
NewProductRequest	450	404	R753	Product	Cust106	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R753requested	Nu	Nu	Nu	3444
NewProductRequest	450	404	R754	Product	Cust172	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R754requested	Nu	Nu	Nu	3446
NewProductRequest	450	404	R755	Product	Cust128	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R755requested	Nu	Nu	Nu	3448
NewProductRequest	450	404	R756	Product	Cust184	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R756requested	Nu	Nu	Nu	3450
NewProductRequest	450	404	R757	Product	Cust194	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R757requested	Nu	Nu	Nu	3453
NewProductRequest	450	404	R758	Product	Cust159	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R758requested	Nu	Nu	Nu	3455
NewProductRequest	450	404	R759	Product	Cust183	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R759requested	Nu	Nu	Nu	3457
NewProductRequest	450	404	R760	Product	Cust140	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R760requested	Nu	Nu	Nu	3459
NewProductRequest	450	404	R761	Product	Cust115	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R761requested	Nu	Nu	Nu	3461
NewProductRequest	450	404	R762	Product	Cust135	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R762requested	Nu	Nu	Nu	3464
NewProductRequest	450	404	R763	Product	Cust118	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R763requested	Nu	Nu	Nu	3467
NewProductRequest	450	404	R764	Product	Cust188	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	ProductID:R764requested	Nu	Nu	Nu	3469
